,2022,22,al,amp,argentina,breakingnews,copa,cup,da,days,del,doha,du,el,en,es,est,fans,fifa,fifa22,fifaworldcup,fifaworldcupes,fifaworldcupqatar2022,final,football,goal,la,le,los,lusail,match,messi,mundial,new,nft,para,players,qatar,qatar2022,que,ready,se,soccer,stadium,team,time,win,world,worldcup,worldcup2022
11,8.318951204461679e-06,9.076707418974939e-06,1.1994285839668463e-06,5.187384278904498e-06,1.0354921381003003e-06,9.085566709248592e-06,5.6667526496249834e-06,6.5809250626232736e-06,2.9731365445705165e-06,9.313668084664995e-06,5.992359634596958e-06,2.338719833868427e-06,6.138593401967593e-06,3.864218372456704e-06,2.21248396760809e-06,7.329419873805981e-06,9.353172113157616e-06,9.051396461965915e-06,5.2523978456865325e-06,3.872928036474482e-06,1.0000032713694582,5.089961216140856e-06,8.351157292565812e-06,6.893628734906157e-06,1.4786472281961139e-06,7.773031915823764e-06,1.7460138016583594e-06,4.051369998010519e-06,9.397792648607875e-06,1.5580733368957534e-06,3.224981861305401e-06,7.0231089344649924e-06,7.819218500870855e-06,3.3052169356302156e-06,2.9102958495401787e-07,6.293317640711937e-07,9.098298150048095e-06,1.0000084468756538,4.740685896693185e-06,2.4927039801602225e-06,2.5081186719056182e-06,8.31142268135177e-06,7.528232882106563e-06,3.318622862648545e-06,8.518829347425405e-06,1.0000019134928262,9.372643137970493e-06,3.336029056410295e-06,8.921100173388408e-07,2.610212699278226e-06
12,3.6761830408356017e-07,7.482259676267484e-06,5.437345916743202e-06,4.12982264138817e-08,7.363962341597711e-06,7.4596460057829655e-06,5.940406164312986e-06,4.565847269964076e-06,2.7680188028000877e-06,8.956814822829362e-07,9.936371313418382e-06,8.03895241835471e-06,9.118823573904205e-06,6.0144030521940375e-06,7.815886781411061e-06,7.799220676145203e-06,6.310733783776029e-06,3.294852760337153e-07,5.351051654000807e-06,6.4082859898628445e-06,2.3733574907844548e-06,2.4824454022765345e-07,1.8121006740608492e-06,9.726795873598839e-06,1.568114048412489e-06,3.82955281620127e-06,2.0178879737438504e-06,5.276089605938751e-07,9.47731582991055e-06,6.297473943954514e-06,3.4907629054240744e-06,7.2677757754960056e-06,8.365947869506579e-06,5.499784796997314e-06,8.46408261496638e-06,4.433308538362443e-06,7.66517363651804e-06,6.864139968584783e-06,1.5608099605752758e-06,3.3568505721827404e-06,7.664171604680395e-06,3.941415080959248e-06,5.345491473952571e-06,1.4561381853182566e-06,5.928703569875647e-06,8.841388278001982e-06,5.497748287217484e-06,9.85084659642004e-06,6.420802142421611e-06,5.98511418932543e-06
13,3.002245348687414e-06,2.4402709699795413e-06,7.692574797459502e-06,1.5691424309816416e-06,7.572089919134945e-06,8.243348110226585e-06,8.568175620097793e-06,2.3185366418590373e-06,5.498117586975099e-06,5.919507186998264e-06,8.824582467408695e-06,8.750889178521583e-06,1.899263776525997e-06,5.24910165017267e-06,6.653866663681847e-06,2.3103890626612667e-07,1.2836701330045044e-06,2.6669511509541213e-06,1.0000070709098972,6.3194383626436875e-06,1.0000004132109293,6.174933456464501e-06,7.082429524261202e-06,1.9168177949964305e-06,5.408565294459578e-07,8.653546006315663e-06,7.919528657504315e-06,2.998978844569678e-07,1.5421209719909724e-06,1.0988636482673044e-06,7.730331577025804e-06,9.415409857393015e-06,2.1157870546523297e-06,7.842125296841662e-06,1.000006763808193,4.0646326251365886e-07,8.931755671731086e-06,6.2275503345456035e-06,8.961274381736816e-06,2.2113459052293963e-06,6.318606622320301e-06,8.995656070715368e-06,6.294870797300327e-06,1.432965411983297e-06,8.242805758286143e-06,6.2974579626088736e-06,4.862648968585676e-06,9.045706169996431e-06,1.2130413901449867e-06,9.079997218581624e-06
14,8.913924852984482e-06,1.009599014226773e-06,1.1660340470943443e-06,5.387586007631807e-06,2.2141756504081457e-06,8.543560859562516e-06,4.931804724572082e-06,3.821726779347294e-06,4.527592641173144e-06,2.7488770224446736e-06,9.626712809868221e-06,8.37372048915299e-06,2.381276957218548e-07,6.517605687317353e-06,8.189416420663359e-06,5.982088854023944e-06,6.310162774358101e-06,1.4730609454829515e-07,9.953449463627223e-06,4.442040703592966e-06,8.588021838514673e-06,5.549858089983308e-06,5.601629880777158e-06,9.184594255350366e-06,3.103173557176298e-06,8.594193606435912e-06,4.652047648719515e-06,9.636114425807063e-07,2.05084992749918e-06,2.0760153543192794e-06,7.729317377872127e-06,9.369264456117747e-06,5.0977061058856915e-06,2.386268172848871e-07,9.57388193663074e-06,5.09308524235997e-06,1.5786511354484168e-06,9.313069457107948e-06,9.881903678804997e-06,3.646225194994328e-06,4.688452950958165e-06,9.360809648957533e-06,4.690236310273015e-06,1.4937443620492098e-06,8.850049196841842e-06,6.656568104812999e-06,4.2592256181305915e-06,7.393057377351298e-08,9.30127402581504e-06,9.368252008351537e-06
15,5.422900956691483e-06,5.6293004284800245e-06,1.7118683830380367e-06,8.258215881104125e-06,5.7834353131769825e-06,9.867585286005028e-06,1.0626054908321104e-06,4.2928400873486346e-06,2.916970332587311e-06,6.003169855116431e-06,1.399067736360946e-06,5.580147765339415e-06,7.369211490922621e-06,5.874120525592231e-06,1.000007454115098,4.21597303617624e-06,1.0000075719901136,8.82674000364712e-06,1.000002975843228,8.548443095829437e-06,1.0000099735528314,6.231580906394883e-06,4.2029040824716875e-06,5.1465152835048116e-06,7.713203440459195e-06,5.642897080497306e-06,4.009864910397513e-06,8.638480869106108e-06,6.251554560929814e-06,2.267932398858871e-06,9.091835509941227e-07,4.267217685091545e-06,3.96716985594751e-06,5.618732384995225e-06,6.101649116481985e-06,1.0000082994376618,4.776508364290786e-06,9.809916478483512e-06,9.934802353765366e-06,1.0000080511285878,7.583459323416694e-06,8.409654471633237e-06,5.532656020295573e-06,1.24995044747093e-06,9.942605413938317e-06,9.24555330974616e-06,8.766064513410665e-08,8.700567323179294e-06,6.4747277553409935e-06,4.05943836069782e-06
16,5.030348001613172e-06,5.958082560727589e-06,3.678679427873092e-06,9.398305888355797e-07,3.1976642055133824e-06,6.66041586298108e-06,8.880788965892343e-06,3.2201126481313714e-06,3.0138429376928324e-06,7.08658644755784e-06,9.285263608223176e-06,5.5330918560003495e-06,1.000005788314558,6.854438377695273e-06,6.7174851801337114e-06,9.01824881244962e-06,5.782625241748374e-07,8.237084972261587e-06,6.107276993543875e-06,9.1815598121049e-06,1.0000030849920087,9.247117830876939e-06,7.76918518816842e-06,6.604004787250691e-06,8.125450957538072e-06,3.2645177409076735e-06,1.0000004820965573,1.0000084800713644,6.453612469081224e-06,4.237392405373388e-06,3.86556873274162e-06,4.497373215867398e-06,4.6835945710780205e-06,5.465576569231182e-06,3.7758784444245912e-06,9.829927338896952e-06,3.0833156077420277e-06,9.479021305897258e-06,3.451569042330791e-06,1.0000034042694457,6.311369210129953e-06,7.248742468705683e-07,9.0710881084776e-07,8.444979122868125e-06,1.9001057433911086e-06,2.3699730839464154e-06,9.304580432182311e-06,4.549399414885559e-06,4.042982034157656e-06,9.970857987314431e-06
17,8.134281855223089e-06,7.606741287607877e-06,7.703085244338136e-06,2.260165093423099e-06,1.3386570966204338e-06,5.275405837906044e-07,6.6502647097929875e-06,4.777288716075872e-06,2.1056319937960133e-06,8.005350468642253e-06,7.199358862575812e-06,7.171327118264796e-06,8.589977992936068e-06,2.962956042181155e-06,6.952314356845431e-06,7.59990578811488e-06,8.84901505538875e-06,5.881399831023444e-06,3.3977913581683987e-06,4.618111681644791e-06,8.666292915773085e-06,2.358552567860928e-06,2.1017111330204154e-06,5.533059674332575e-07,4.231326809407062e-06,8.517147924694535e-07,7.2998883126323475e-06,4.5764775711282435e-06,1.0133722191875795e-06,4.327807874668628e-06,8.636026990176671e-06,3.6771591193132337e-07,1.7575366540412241e-06,4.132020439879121e-06,1.917814286822545e-06,2.9918342700448723e-06,2.1148662775415673e-06,8.956236179005645e-06,9.193191601049664e-06,4.127194065471346e-06,6.731219099850349e-06,6.941342958912292e-06,9.866714751934792e-07,7.045208012410988e-06,6.955964835173089e-06,2.893442582107039e-06,5.822591077603017e-06,6.359930775207688e-06,7.107601328917412e-08,1.7519310492419605e-06
18,2.0813669326033746e-06,6.492194724095447e-06,9.965347071953283e-06,3.1068644159912298e-06,3.9027031530146755e-06,4.879730010291864e-06,3.1277775403198864e-06,8.180540775212292e-06,3.4231742470095943e-06,9.306111908403343e-06,1.43841563364029e-06,6.151572396178346e-06,9.152140977538872e-06,6.727498809523173e-06,1.1997027674934936e-06,5.8495100504091604e-06,6.814516350404242e-06,4.276727782248645e-06,1.615487988867197e-06,2.2976628030057335e-06,3.6819273158072287e-06,4.7894931386741865e-06,6.428065255337252e-06,7.383738352256453e-07,3.744114081864567e-06,9.328701425733495e-06,2.39847693796577e-06,4.367608654176088e-06,6.789626381955017e-06,8.966151346879567e-06,8.564927763201079e-06,6.112997302010863e-06,3.0417219395700202e-06,2.858181997740248e-06,7.496819227651923e-06,1.879120684789857e-06,9.038134027838182e-06,7.5325343617167024e-06,2.5730998318694123e-06,7.538121084094607e-06,1.255094802953105e-07,8.117057560382381e-06,6.022543783859468e-06,2.0078350135894374e-06,4.772297505522429e-06,4.520131584125137e-06,2.315394595595686e-06,9.650690006656368e-06,8.95222887829503e-06,1.1038702169596183e-06
19,8.212546245624192e-06,2.230257767858618e-06,9.266714851044066e-06,7.963574648904238e-06,7.408371050937948e-06,5.7638548265612544e-06,5.616291219375093e-06,1.0000022605184264,4.0182570430625985e-06,6.251712564580166e-06,2.3533369168529173e-06,5.68113148458107e-06,4.166029406880241e-06,7.1339578118697726e-06,7.188565326813816e-06,3.9635899825813695e-06,6.463772440054499e-06,4.385734201144609e-06,5.885183637727021e-06,7.838210005195944e-06,1.0000065727523444,7.837747917544694e-06,2.12073172323752e-06,1.4528419937410065e-06,3.973040564230344e-06,5.977966213746074e-06,9.185519802878901e-06,9.43707302930049e-06,5.643566331954463e-06,7.2249530103696205e-06,9.72649625829739e-06,3.9464898877464475e-06,7.976685025145776e-06,9.527916046965354e-06,9.490686151563168e-06,6.119705688955487e-06,1.9963331339682557e-06,5.1109247269551565e-06,9.896245365229927e-07,3.65780860775938e-06,9.661267320948996e-06,9.207504056820067e-06,8.499983117123989e-06,4.1821268748263e-06,8.37475004615309e-06,6.849699548095507e-06,9.35154124901866e-06,1.0000069257882194,4.496583919924311e-06,7.3195519309314975e-06
20,1.8042187908254427e-06,1.187220565313254e-06,6.873057029022569e-06,2.138708631608041e-06,5.373147602170248e-07,6.156011238692578e-06,1.3779464156918676e-06,1.9859476163419843e-06,7.752686420338007e-06,2.5221601670373162e-06,2.9659289984163063e-06,1.8139075839579678e-06,5.1604450312240395e-06,8.912378577492651e-06,7.1299542396657535e-06,6.681191046716796e-06,8.544802839697115e-06,8.828181295515858e-06,9.264210396906352e-06,7.1072355372374445e-06,1.0000031624539272,8.89566192689536e-06,8.117015582096199e-07,3.7298842082220145e-06,5.355302595393001e-06,1.5919760896332405e-08,2.366814063442524e-06,7.6192310962934655e-06,5.692428038838404e-06,2.003812509454979e-06,7.282898215951329e-07,9.863799120522843e-07,7.349270592573743e-06,1.2319482118478422e-06,7.257708204684013e-06,2.219860338504485e-06,9.8074848610135e-06,3.109124437608929e-06,6.983506972815753e-06,8.675917536869864e-06,3.28317015967059e-06,1.8054745356170279e-06,4.294336529640443e-06,8.059993602244545e-06,1.3265396216493231e-06,2.4753166457107635e-06,6.150048926274674e-06,2.216816298666079e-06,3.2059607198413813e-06,1.0000042601995567
21,6.954381267990535e-06,8.046579596481299e-06,1.6900002523401737e-06,4.868379161021686e-06,9.015701643350406e-06,5.332060413068831e-06,2.507028393999522e-07,8.158340498051438e-06,4.575607427277346e-06,8.144800470702445e-06,3.9638462365320625e-06,3.796390952967699e-07,2.7378949192499306e-06,5.069734899413074e-06,7.534321114597954e-06,1.0000022051688235,4.833623398125531e-06,8.929731904173085e-06,9.732682888763411e-06,2.7969450086114537e-06,2.2364307264510787e-06,4.215564851037348e-06,9.821907978852518e-07,4.582022220584689e-06,5.451384832543027e-07,8.040743137759377e-06,2.1298180900537803e-06,9.73117094119001e-06,3.5412881656320785e-06,2.593440541429223e-06,2.7526891571078795e-07,3.550482047234708e-06,1.6557668369162616e-07,1.5913531301599416e-06,9.286230188975967e-06,1.0000000104187843,2.5518434564196747e-06,3.321362491154072e-06,3.2104406243066964e-06,1.8534063365938438e-06,9.284051477576526e-06,7.3678136215379804e-06,6.34609686221291e-06,7.963855026276453e-06,7.397515255469904e-06,1.0000003324267952,8.687270029383326e-06,3.463469299277997e-06,6.970180272975454e-06,6.764562761833441e-06
22,7.849598697287654e-06,7.984708079150553e-06,5.291344855124422e-06,6.0956967131199926e-06,7.75642645672769e-06,7.04880368390771e-06,1.087741464787907e-06,4.216252705403072e-06,9.570685397071551e-06,1.000009339309684,1.8434441539102777e-06,6.032502734986754e-06,4.740049699248047e-06,9.873336196412267e-06,2.6940181403449783e-08,4.912479936903601e-06,5.3324852522868075e-06,8.97633255264124e-06,8.698145595021278e-06,8.241220737496658e-07,2.000002802276895,1.831402581815479e-06,8.777544729343688e-06,2.999411211333255e-06,9.922534935513951e-06,7.60887692472829e-06,2.8367560727015055e-06,9.583536286542282e-06,9.695402935510512e-06,6.007960696449814e-06,5.810074708911147e-06,3.0640215829488463e-06,2.9413974390159526e-06,1.486135838301288e-06,6.256164526317795e-06,5.624374914259323e-07,6.445058660507768e-06,8.46438226103038e-06,4.945079225549153e-06,6.66339565309717e-06,8.35481865965453e-06,7.81165303631547e-06,3.854054787164016e-06,1.199270308509356e-06,3.859484965691214e-06,2.8719771772684145e-06,8.223676049145162e-06,9.651735571080447e-06,1.81787249158194e-06,4.032573046033328e-08
23,6.557658658624327e-06,5.492884598305539e-06,7.96582418443171e-06,8.740794129736952e-07,9.275801644627814e-06,5.81790436207458e-06,3.615634471752727e-08,2.9814693332283497e-06,8.789014637289294e-06,9.361260131048093e-06,2.6500655225057125e-06,7.107233765117538e-06,6.1715389281020385e-06,1.0000044542950215,1.0000097012505658,5.80700285948213e-06,1.3070159945851536e-06,7.333788048808606e-06,7.04201360395482e-06,7.247516919221876e-07,8.6543611036385e-06,1.0000093820061922,1.1063898201919798e-06,3.515848064930176e-06,8.605585076479345e-06,5.316632249717146e-07,1.0000022178757588,6.913630869683955e-06,5.750702122422884e-06,5.559152301252224e-06,1.3013459965603582e-06,3.5960076279845346e-06,7.2384856091312495e-06,1.0267587040471748e-06,3.430294916563297e-06,4.5011830364156205e-06,1.700888248551358e-06,4.646822854370862e-06,4.849724103930907e-06,2.549372587593859e-06,9.172326342820937e-06,1.084039653690665e-06,8.372809434678586e-07,3.925141408166021e-06,2.3660124883721993e-06,1.4848427032748803e-07,5.530085238884696e-06,3.1260341609853785e-06,1.0033502127464533e-06,6.046021651702238e-06
